,isourbid,iso3,urbid,name,pop_2000,area_sq_km,urban_day_mean,buffer_day_mean,day_diff,urban_night_mean,buffer_night_mean,night_diff,latitude,longitude,pop_per_sq_km
22,NZL96,NZL,96,HASTINGS,113497.0,346.34,32.96,32.96,2.14,12.15,12.06,0.08999999999999986,-39.50764653,176.8610136,327.7039902985506
23,CHL101,CHL,101,VALDIVIA,124590.0,180.26,28.51,28.51,1.38,11.03,10.83,0.1999999999999993,-39.81947928,-73.22024876,691.1683124375902
37,CHL125,CHL,125,OSORNO,128430.0,280.58,35.07,35.07,1.24,10.75,10.299000000000001,-0.07000000000000028,-40.54164547,-73.15248481,457.7304155677525
51,NZL155,NZL,155,WELLINGTON,480770.0,754.77,28.24,28.24,3.61,10.75,10.299000000000001,0.20999999999999908,-41.19272482,174.9205029,636.9755024709515
61,CHL183,CHL,183,PUERTOMONTT,143354.0,172.34,29.31,29.31,2.35,10.75,10.299000000000001,-0.7299999999999969,-41.45672752,-72.94488908,831.8092143437391
73,AUS226,AUS,226,HOBART,190598.0,433.35,33.94,33.94,1.95,10.75,10.299000000000001,0.2599999999999998,-42.84981153,147.3440314,439.82462212991805
79,NZL242,NZL,242,CHRISTCHURCH,348117.0,737.7,31.47,31.47,2.19,10.75,10.299000000000001,0.34000000000000163,-43.48796884,172.6002759,471.89507930052866
100,ARG293,ARG,293,COMODORORIVADAVIA,140973.0,417.35,39.45,39.45,0.01,10.75,10.299000000000001,1.42,-45.81408305,-67.54626912,337.78123876841977
101,NZL298,NZL,298,DUNEDIN,107819.0,283.35,28.24,28.24,1.97,10.75,10.299000000000001,-0.25,-45.86698734,170.4730231,380.51526380801124
122,CHL394,CHL,394,PUNTAARENAS,114592.0,142.96,28.24,28.24,0.03,10.75,10.299000000000001,0.8000000000000007,-53.12679359,-70.94782535,801.5668718522663
140,RUS537,RUS,537,NORILSK,140587.0,47.765,34.98,34.98,2.85,10.75,10.299000000000001,1.7710000000000001,69.32154645,88.21226573,12945.395948434623
141,RUS542,RUS,542,MURMANSK,426550.0,1270.26,28.24,28.24,-0.46,10.75,10.299000000000001,0.27999999999999936,68.96678958,33.15519176,335.79739580873206
161,RUS707,RUS,707,APATITY,105379.2,756.86,28.24,28.24,0.51,10.75,10.299000000000001,-0.7299999999999969,67.59663257,33.69532345,137.67407446555507
162,RUS711,RUS,711,VORKUTA,114500.0,957.23,30.03,30.03,-0.77,10.75,10.299000000000001,0.9600000000000009,67.53073558,63.9466964,119.61597526195376
206,FIN1047,FIN,1047,OULU,185935.0,1337.33,28.24,28.24,-0.22,10.75,10.299000000000001,0.7200000000000024,65.00482862,25.57909157,139.0344941039235
220,RUS1157,RUS,1157,ARCHANGEL,409317.0,1038.27,28.24,28.24,0.37,10.75,10.299000000000001,0.5299999999999994,64.53176448,40.5886186,394.2298246120951
233,ISL1285,ISL,1285,REYKJAVIK,174294.0,454.47,28.24,28.24,-0.58,10.75,10.299000000000001,0.10000000000000142,64.11785088,-21.7748005,383.5104627368143
259,RUS1458,RUS,1458,UHTA,136120.0,764.17,28.24,28.24,0.49,10.75,10.299000000000001,0.9199999999999999,63.55535081,53.72834782,178.12790347697504
262,NOR1476,NOR,1476,TRONDHEIM,172647.0,1504.27,28.24,28.24,-0.63,10.75,10.299000000000001,0.33000000000000185,63.30938267,10.32935083,114.77128441037846
303,FIN1856,FIN,1856,JYVASKYLA,115058.0,697.92,28.24,28.24,0.95,10.75,10.93,-0.17999999999999972,62.28772243,25.7503902,164.85843649701974
310,RUS1940,RUS,1940,JAKUTSK,205870.0,753.92,28.24,28.24,0.98,10.75,10.299000000000001,0.6100000000000012,62.04116547,129.7027861,273.0661078098472
322,RUS2049,RUS,2049,PETROZAVODSK,266933.0,451.94,28.24,28.24,1.25,10.75,11.42,-0.7299999999999969,61.82605545,34.25456052,590.6381378059034
325,RUS2060,RUS,2060,SYKTYVKAR,228432.0,771.0,28.24,28.24,0.93,10.75,10.299000000000001,0.6400000000000006,61.72120316,50.7847849,296.2801556420234
338,USA2135,USA,2135,ANCHORAGE,572916.0,2138.968,28.24,28.24,0.88,10.75,10.299000000000001,1.7710000000000001,61.35653925,-149.6303048,221.709854184081
342,FIN2159,FIN,2159,TAMPERE,386255.0,991.99,28.24,28.24,1.1,10.99,11.94,-0.7299999999999969,61.44839804,23.78872095,389.37388481738725
352,RUS2251,RUS,2251,KOTLAS,110400.0,666.34,28.24,28.24,1.03,10.75,10.299000000000001,0.21000000000000085,61.27242441,46.88544257,165.6811837800522
355,FIN2268,FIN,2268,LAHDEN,158459.0,776.59,28.24,28.24,0.57,11.73,11.66,0.07000000000000028,61.0494712,25.78419019,204.04460526146357
369,FIN2363,FIN,2363,HELSINKI,1757825.0,2138.968,28.24,28.24,1.94,11.14,11.23,-0.08999999999999986,60.46312719,24.87862027,643.1169030728536
373,FIN2402,FIN,2402,KOUVOLA,105379.2,567.75,28.24,28.24,0.69,11.06,10.61,0.45000000000000107,60.8434647,26.73932253,178.25099075297226
380,NOR2446,NOR,2446,BERGEN,266994.0,1843.36,28.24,28.24,1.46,10.75,10.299000000000001,-0.03999999999999915,60.43324791,5.419771734,144.8409426265081
385,SWE2463,SWE,2463,BORLANGE,128399.0,958.86,28.24,28.24,1.12,10.75,10.299000000000001,0.05999999999999872,60.5263358,15.64447714,133.9079740525207
386,SWE2464,SWE,2464,GAVLE,115851.0,947.47,28.24,28.24,1.04,10.75,10.299000000000001,-0.16999999999999993,60.62584302,16.89874448,122.27405617064392
394,FIN2506,FIN,2506,TURKU,321587.0,1051.05,28.24,28.24,1.73,10.75,10.65,-0.7299999999999969,60.49992942,22.26718563,305.967365967366
411,NOR2617,NOR,2617,OSLO,1470065.0,2138.968,28.24,28.24,1.54,10.75,10.35,0.22000000000000064,59.61960727,10.49646541,291.7530806373829
419,RUS2674,RUS,2674,SANKTPETERBURG,2067882.5999999978,2138.968,28.24,28.24,1.98,10.79,10.299000000000001,0.6699999999999999,59.8634076,30.38045882,1678.8181060271688
439,SWE2756,SWE,2756,UPPSALA,131959.0,413.83,28.24,28.24,1.94,10.75,10.299000000000001,0.1999999999999993,59.88947082,17.65866849,318.87248387018826
467,RUS2902,RUS,2902,BEREZNIKI,279960.0,1022.98,28.24,28.24,1.41,11.44,11.12,0.3200000000000003,59.51103525,56.82021596,273.6710395120139
468,RUS2903,RUS,2903,MAGADAN,121000.0,417.26,28.24,28.24,-0.25,10.75,10.299000000000001,0.4800000000000022,59.61978669,150.8455964,289.9870584287974
470,SWE2907,SWE,2907,VASTERAS,110543.0,314.36,28.24,28.24,2.32,10.75,10.83,-0.5199999999999996,59.6334023,16.53686507,351.64461127369896
473,RUS2918,RUS,2918,SEROV,105379.2,427.71,28.24,28.24,1.4,10.75,10.299000000000001,0.3600000000000012,59.62155853,60.60217758,235.4656192279816
479,SWE2935,SWE,2935,STOCKHOLM,1554146.0,2138.968,28.24,28.24,2.48,11.63,12.03,-0.3999999999999986,59.35044024,17.9697084,628.2017494219793
494,EST3008,EST,3008,TALLINN,431462.0,630.94,28.24,28.24,0.89,11.41,10.78,0.6300000000000008,59.39136677,24.72647196,683.839984784607
512,SWE3089,SWE,3089,OREBRO,116172.0,751.44,28.24,28.24,1.61,10.75,10.299000000000001,0.14000000000000057,59.19455568,15.13428688,154.5991695943788
517,RUS3108,RUS,3108,VOLOGDA,291271.0,757.69,28.24,28.24,1.47,10.75,10.299000000000001,0.33999999999999986,59.21228159,39.8580043,384.41974950177513
524,RUS3132,RUS,3132,CEREPOVEC,311861.0,743.39,28.24,28.24,0.68,10.75,10.96,-0.23000000000000043,59.16334012,37.81540361,419.51196545554825
529,NOR3172,NOR,3172,STAVANGER,221858.0,1103.02,28.24,28.24,1.16,10.75,10.299000000000001,-0.2699999999999996,58.79368869,5.771340432,201.13687875106527
557,NOR3307,NOR,3307,KRISTIANSAND,137238.0,1250.03,28.24,28.24,0.4,10.85,10.49,0.35999999999999943,58.37559905,8.419265405,109.78776509363776
562,RUS3323,RUS,3323,LESNOJ,128500.0,740.69,28.24,28.24,0.89,10.75,10.299000000000001,0.4299999999999997,58.71785822,59.63993435,173.4868838515438
569,RUS3370,RUS,3370,KIROV,547354.0,1263.94,28.81,28.81,1.32,10.75,10.299000000000001,0.7200000000000006,58.56427439,49.65366095,433.053784198617
575,RUS3387,RUS,3387,VELIKIJNOVGOROD,218975.0,459.26,28.24,28.24,1.39,10.94,10.83,0.10999999999999943,58.5865681,31.29427572,476.79963419413843
593,SWE3477,SWE,3477,LINKOPING,128085.0,717.65,28.24,28.24,1.47,11.09,11.3,-0.21000000000000085,58.39549893,15.47986121,178.47836689193898
605,EST3541,EST,3541,TARTU,105379.2,207.6,29.92,29.92,1.53,11.17,10.82,0.34999999999999964,58.36721945,26.73257515,487.3265895953757
638,RUS3663,RUS,3663,PERM,1085237.0,1762.18,29.34,29.34,1.84,11.49,11.26,0.23000000000000043,58.00179582,56.01262705,615.8491187052401
639,RUS3665,RUS,3665,GLAZOV,105379.2,245.21,32.31,32.31,1.22,10.75,10.299000000000001,0.25,58.13784309,52.66127383,413.40483667060886
642,RUS3680,RUS,3680,USTILIMSK,105379.2,687.42,28.24,28.24,0.89,10.75,10.299000000000001,0.34000000000000163,58.01572538,102.7442511,148.16124058072214
643,SWE3681,SWE,3681,GOTEBORG,654001.0,1340.59,28.24,28.24,1.55,11.7,12.35,-0.6500000000000004,57.7535022,12.03547644,487.84565004960507
648,RUS3688,RUS,3688,RYBINSK,226923.0,420.23,28.24,28.24,1.51,10.75,11.469999999999999,-0.7299999999999969,58.04828795,38.80245535,539.9971444209124
661,RUS3739,RUS,3739,NIZNIJTAGIL,395562.0,669.91,28.24,28.24,2.16,10.75,10.299000000000001,-0.019999999999999574,57.93089871,60.02455805,590.4703616903763
674,RUS3823,RUS,3823,JAROSLAVL,661405.0,1059.42,28.24,28.24,1.74,10.75,10.299000000000001,0.5799999999999983,57.66328301,39.7849102,624.308583942157
677,RUS3831,RUS,3831,KOSTROMA,279184.0,489.02,28.24,28.24,1.49,10.75,10.299000000000001,-0.7299999999999969,57.77386176,40.95095777,570.9050754570366
679,RUS3840,RUS,3840,PSKOV,202899.0,346.36,28.24,28.24,1.94,11.71,11.57,0.14000000000000057,57.80919184,28.31636354,585.8037879662778
714,RUS4050,RUS,4050,NOVOURALSK,118100.0,548.48,28.24,28.24,2.03,10.83,10.299000000000001,0.5800000000000001,57.37847652,60.08152865,215.32234539089848
731,GBR4139,GBR,4139,ABERDEEN,184521.0,848.86,28.24,28.24,0.09,10.75,10.299000000000001,0.3999999999999986,57.2097441,-2.213910406,217.3750677379073
753,RUS4231,RUS,4231,TJUMEN,505364.0,1300.26,28.47,28.47,1.59,11.17,10.33,0.8399999999999999,57.1112839,65.62874574,388.66380570039837
754,DNK4246,DNK,4246,AALBORG,163298.0,589.39,29.62,29.62,1.5,10.75,10.34,0.27999999999999936,57.06695458,9.905833082,277.06272586911894
771,RUS4317,RUS,4317,VOTKINSK,105379.2,298.56,31.59,31.59,1.08,11.23,11.42,-0.1899999999999995,57.05264637,54.01831998,341.271436227224
775,LVA4332,LVA,4332,RIGA,890873.0,1098.6,28.24,28.24,1.17,12.04,11.5,0.5399999999999991,56.92738618,24.13619885,810.9166211541963
783,RUS4376,RUS,4376,IVANOVO,439372.0,499.71,28.24,28.24,1.84,10.75,10.299000000000001,0.28999999999999915,56.98605525,40.98723016,879.2539673010347
786,RUS4416,RUS,4416,JEKATERINBURG,1569404.0,1985.08,28.24,28.24,2.34,10.75,10.299000000000001,0.0600000000000005,56.83864858,60.48456601,790.5998750680073
791,RUS4423,RUS,4423,TVER,415541.0,590.98,28.24,28.24,1.56,11.46,10.97,0.4900000000000002,56.85970983,35.90303314,703.138854106738
801,RUS4466,RUS,4466,IZEVSK,632545.0,730.78,32.68,32.68,2.23,10.75,10.299000000000001,0.5800000000000001,56.84588108,53.27167812,865.57513889269
836,RUS4666,RUS,4666,JOSKAROLA,254466.0,555.24,30.04,30.04,1.26,10.75,10.299000000000001,-0.08999999999999986,56.6415125,47.88478405,458.2991138966933
847,RUS4705,RUS,4705,TOMSK,599058.0,1060.76,28.28,28.28,0.61,10.75,10.299000000000001,0.45000000000000107,56.52214165,85.00842862,564.7441457068517
858,GBR4772,GBR,4772,DUNDEE,177855.0,443.11,28.24,28.24,1.13,10.75,10.299000000000001,0.3899999999999988,56.4779208,-2.861739405,401.378890117578
867,RUS4808,RUS,4808,NIZNIJNOVGOROD,1820517.0,2138.968,29.4,29.4,1.28,10.98,10.33,0.6500000000000004,56.281185,43.70971912,774.3717460101406
875,RUS4846,RUS,4846,ACHINSK,119202.0,825.68,28.24,28.24,0.7,10.75,10.299000000000001,0.4499999999999993,56.34087214,90.50666736,144.36827826760972
877,RUS4849,RUS,4849,SERGIJEVPOSAD,165384.0,435.56,28.24,28.24,1.23,11.12,10.65,0.46999999999999886,56.37273451,38.14960029,379.7042887317476
878,RUS4850,RUS,4850,SARAPUL,105379.2,216.04,31.88,31.88,-0.05,11.11,10.299000000000001,0.8200000000000003,56.46082171,53.78493837,483.0725791520089
887,RUS4882,RUS,4882,KAMENSKURALSKIJ,188200.0,458.06,31.49,31.49,2.28,10.75,10.299000000000001,0.40000000000000036,56.39935055,61.96529056,410.86320569357724
898,RUS4945,RUS,4945,KOVROV,156269.0,426.8,28.24,28.24,1.24,10.96,10.65,0.3100000000000005,56.34818624,41.23921044,366.1410496719775
899,RUS4948,RUS,4948,KRASNOJARSK,1079557.0,2138.968,28.24,28.24,2.98,11.15,11.0,0.15000000000000036,56.09452524,92.92757806,502.4092965245071
902,RUS4956,RUS,4956,VELIKIJELUKI,106337.0,266.44,28.24,28.24,1.35,11.02,10.94,0.08000000000000007,56.35044685,30.5435031,399.1029875394085
908,RUS4976,RUS,4976,BRATSK,283305.0,1080.89,28.24,28.24,2.39,10.75,10.299000000000001,-0.7299999999999969,56.20277445,101.5780289,262.103451785103
914,DNK5015,DNK,5015,ARHUS,335157.0,823.19,29.82,29.82,1.25,10.75,10.63,0.08000000000000007,56.17829988,10.10481584,407.14415869969264
929,RUS5082,RUS,5082,KANSK,105379.2,507.66,29.49,29.49,-0.08,10.75,10.299000000000001,0.03999999999999915,56.20592904,95.67273553,205.12350785959106
934,RUS5093,RUS,5093,VLADIMIR,341607.0,717.99,28.24,28.24,0.81,10.75,10.61,-0.11999999999999922,56.11885508,40.33175125,475.78239251243053
936,GBR5106,GBR,5106,GLASGOW,2067882.5999999978,2138.968,28.24,28.24,2.02,10.75,10.299000000000001,0.18999999999999773,55.87719413,-3.975110279,404.54901228225845
940,SWE5119,SWE,5119,HELSINGBORG,158702.0,544.32,29.41,29.41,1.67,11.55,10.87,0.6800000000000015,56.06357347,12.80669437,291.5601116990006
941,DNK5119,DNK,5119,KOBENHAVN,1617071.0,1576.0,30.31,30.31,2.43,11.72,12.17,-0.4499999999999993,55.72576759,12.31325245,1026.0602791878173
954,RUS5175,RUS,5175,CEBOKSARY,561692.0,621.09,30.46,30.46,1.07,12.45,12.380000000000003,0.06999999999999673,56.08811974,47.30979765,904.3649068572993
962,RUS5215,RUS,5215,NEFTEKAMSK,119811.0,338.95,33.38,33.38,1.72,10.75,10.299000000000001,0.40000000000000036,56.09068443,54.20883102,353.4769139991149
969,RUS5257,RUS,5257,MOSCOW,2067882.5999999978,2138.968,28.24,28.24,1.92,11.27,10.65,0.6199999999999992,55.74309841,37.69619055,2673.822316394869
991,RUS5360,RUS,5360,KAZAN,1264190.0,1698.42,31.5,31.5,0.13,12.030000000000001,11.73,0.3000000000000007,55.84336335,48.96930091,744.3329682881737
995,LTU5388,LTU,5388,SIAULIAI,134825.0,258.78,31.44,31.44,0.65,11.06,10.87,0.19000000000000128,55.92100554,23.33391605,521.0023958574852
1003,LVA5445,LVA,5445,DAUGAVPILS,115265.0,185.61,29.15,29.15,1.49,11.73,10.67,1.0600000000000005,55.88738104,26.54759797,621.0064112924949
1004,RUS5447,RUS,5447,OREHOVOZUJEVO,156454.0,325.21,28.24,28.24,0.79,10.84,10.299000000000001,0.7200000000000006,55.8094892,39.01137883,481.08606746410015
1011,RUS5470,RUS,5470,NABEREZNYJECELNY,816917.0,1560.92,33.36,33.36,0.65,11.54,11.46,0.0799999999999983,55.69872149,52.18689414,523.35609768598
1028,SWE5591,SWE,5591,MALMO,422798.0,930.0,30.98,30.98,1.3,11.72,10.59,1.1300000000000008,55.62170808,13.14135355,454.6215053763441
1030,DNK5606,DNK,5606,KOLDING,196325.0,597.92,29.13,29.13,1.58,10.75,10.299000000000001,0.6899999999999995,55.61452022,9.605398264,328.3466015520471
1031,RUS5607,RUS,5607,OZJORSK,127600.0,362.03,28.24,28.24,0.2,11.41,11.65,-0.2400000000000002,55.70446532,60.65586661,352.4569787034224
1034,LTU5631,LTU,5631,PANEVEZYS,120298.0,188.53,29.62,29.62,1.54,11.05,10.8,0.25,55.73575491,24.37779149,638.0841245425131
1036,LTU5640,LTU,5640,KLAIPEDA,208819.0,303.16,28.24,28.24,1.21,11.14,10.58,0.5600000000000005,55.69698608,21.24482819,688.8078902229845
1038,RUS5656,RUS,5656,KEMEROVO,572512.0,1475.33,28.85,28.85,1.56,10.75,10.299000000000001,0.4299999999999997,55.43239581,86.06390329,388.0569093016478
1051,RUS5759,RUS,5759,MUROM,126365.0,352.48,29.68,29.68,0.94,10.75,10.299000000000001,-0.08000000000000007,55.56836594,42.06219451,358.5026100771675
1059,BLR5816,BLR,5816,NOVOPOLOTSK,189914.0,517.31,28.24,28.24,0.8,11.4,11.400000000000002,-1.7763568394002505e-15,55.51143314,28.64889513,367.1183622972686
1074,RUS5910,RUS,5910,KURGAN,347265.0,735.15,28.24,28.24,-0.81,11.51,10.58,0.9299999999999997,55.42554687,65.32992701,472.3729851050806
1075,DNK5917,DNK,5917,ODENSE,222903.0,987.25,29.49,29.49,1.91,10.75,11.150000000000002,-0.4300000000000015,55.35978069,10.40902815,225.781716890352
1099,RUS6025,RUS,6025,ARZAMAS,193423.0,281.34,29.54,29.54,-0.02,11.27,10.89,0.379999999999999,55.39816813,43.82086723,687.5062202317481
1101,GBR6062,GBR,6062,NEWCASTLEUPONTYNE,1642515.0,2138.968,28.57,28.57,2.08,10.75,10.299000000000001,0.9700000000000006,54.82385512,-1.537593502,524.0920606760646
1114,RUS6145,RUS,6145,CELJABINSK,1226466.0,1775.1,31.48,31.48,1.51,11.96,11.310000000000002,0.6499999999999986,55.09267636,61.40930648,690.9278350515465
1123,BLR6193,BLR,6193,VITEBSK,347308.0,448.98,28.24,28.24,1.48,11.650000000000002,11.17,0.4800000000000022,55.21470116,30.22821674,773.5489331373335
1133,RUS6252,RUS,6252,OBNINSK,126986.0,308.57,28.24,28.24,0.85,11.12,10.78,0.33999999999999986,55.15589898,36.60725821,411.5306089380044
1141,RUS6293,RUS,6293,ZLATOUST,355670.0,771.19,28.24,28.24,0.84,10.75,11.05,-0.3000000000000007,55.10940332,59.91629572,461.1963329400018
1142,RUS6295,RUS,6295,NOVOSIBIRSK,1532978.0,1713.98,29.87,29.87,1.78,11.33,11.0,0.33000000000000007,55.00582544,82.93814124,894.3966674056874
1145,RUS6321,RUS,6321,OMSK,1136058.0,1454.46,30.48,30.48,0.58,11.54,10.96,0.5799999999999983,55.00762947,73.31501334,781.0857637886226
1159,RUS6422,RUS,6422,KOLOMNA,150844.0,183.49,28.41,28.41,1.7,10.75,10.56,0.11999999999999922,55.08818321,38.7976621,822.0829472995803
1175,RUS6498,RUS,6498,UFA,1047799.0,1651.29,32.79,32.79,0.14,10.96,10.299000000000001,1.0600000000000005,54.80808497,56.01663793,634.5336070587238
1189,LTU6611,LTU,6611,KAUNAS,395304.0,464.58,28.65,28.65,1.38,11.44,11.01,0.4299999999999997,54.90378317,23.96272531,850.8846700245383
1192,RUS6633,RUS,6633,SERPUCHOV,168318.0,235.91,28.24,28.24,1.2,12.25,11.52,0.7300000000000004,54.90639651,37.35594664,713.4839557458353
1194,RUS6646,RUS,6646,ALMETJEVSK,138666.0,652.35,32.36,32.36,0.43,10.86,10.75,0.10999999999999943,54.83757907,52.35439759,212.56380777190157
1201,RUS6682,RUS,6682,STUPINO,107000.0,296.58,28.24,28.24,1.02,12.37,11.469999999999999,0.9000000000000004,54.85217535,38.18347662,360.77955357744963
1204,RUS6703,RUS,6703,SMOLENSK,327838.0,642.7,28.24,28.24,1.06,11.25,10.31,0.9399999999999995,54.78312139,32.01574601,510.09491208962186
1208,KAZ6740,KAZ,6740,PETROPAVLOVSK,200212.0,47.765,31.43,31.43,2.21,11.68,11.35,0.33000000000000007,54.86673703,69.1446324,5958.690476190476
1218,POL6808,POL,6808,GDANSK,867120.0,1160.06,28.24,28.24,0.75,11.97,11.36,0.6100000000000012,54.45021051,18.46229884,747.4785786942055
1221,RUS6825,RUS,6825,KALUGA,331438.0,794.49,28.24,28.24,0.96,11.1,10.5,0.5999999999999996,54.60134425,36.13277549,417.1707636345328
1227,RUS6857,RUS,6857,KALININGRAD,425657.0,507.86,28.24,28.24,0.77,11.24,10.63,0.6099999999999994,54.70267496,20.50292992,838.138463356043
1229,RUS6859,RUS,6859,RJAZAN,520664.0,1009.43,30.19,30.19,0.48,10.75,10.299000000000001,0.5600000000000005,54.61068067,39.73118207,515.8000059439486
1231,GBR6879,GBR,6879,BELFAST,478250.0,1677.16,28.84,28.84,1.6,10.75,10.299000000000001,-0.28999999999999915,54.55798196,-6.077096188,285.1546662214696
1232,LTU6882,LTU,6882,VILNIUS,568386.0,664.55,28.24,28.24,1.56,12.73,11.8,0.9299999999999997,54.66783677,25.25019837,855.2945602287263
1234,RUS6912,RUS,6912,LENINSKKUZNECKIJ,223066.0,1350.79,30.4,30.4,1.99,10.75,10.299000000000001,0.23000000000000043,54.43968713,86.20443331,165.13743809178334
1247,RUS7040,RUS,7040,OKTJABRSKIJ,171522.0,555.12,33.77,33.77,0.26,10.75,10.299000000000001,0.23999999999999844,54.56116806,53.58842598,308.98184176394295
1255,BLR7164,BLR,7164,ORSA,136100.0,314.68,29.24,29.24,0.3,10.76,10.58,0.17999999999999972,54.4925694,30.40448872,432.50286004830303
1262,POL7233,POL,7233,SLUPSK,105379.2,180.64,28.89,28.89,1.6,11.57,11.19,0.3800000000000008,54.4667176,17.02655679,555.5690876882197
1268,RUS7317,RUS,7317,ULJANOVSK,633958.0,894.4,34.26,34.26,1.73,12.42,14.13,-0.7299999999999969,54.30410332,48.39296791,708.8081395348837
1273,DEU7345,DEU,7345,KIEL,252168.0,346.07,29.1,29.1,1.03,11.07,11.04,0.030000000000001137,54.31971773,10.15928749,728.6618314213888
1287,RUS7487,RUS,7487,SARANSK,358682.0,851.5,33.55,33.55,0.63,11.82,11.66,0.16000000000000014,54.16764864,45.14040347,421.2354668232531
1292,RUS7533,RUS,7533,TULA,546634.0,981.03,28.63,28.63,0.59,10.88,10.45,0.4300000000000015,54.12223601,37.61229219,557.2041629715707
1293,BLR7544,BLR,7544,BORISOV,151931.0,282.98,28.27,28.27,1.22,12.43,11.76,0.6699999999999999,54.24288085,28.57837535,536.8966004664641
1294,RUS7546,RUS,7546,DIMITROVGRAD,129814.0,328.56,29.61,29.61,-1.39,12.38,12.06,0.3200000000000003,54.21111115,49.60052295,395.099829559289
1296,POL7569,POL,7569,KOSZALIN,109123.0,245.05,28.53,28.53,1.01,11.54,11.39,0.14999999999999858,54.2049721,16.18891957,445.30912058763516
1303,RUS7645,RUS,7645,NOVOKUZNECK,1159742.0,2138.968,29.39,29.39,2.19,10.75,10.299000000000001,0.5500000000000007,53.80856349,87.2340255,355.63453488906947
1307,POL7659,POL,7659,ELBLAG,127972.0,126.17,28.69,28.69,1.89,12.21,11.41,0.8000000000000007,54.17164953,19.41870947,1014.2823175081239
1312,DEU7685,DEU,7685,ROSTOCK,221497.0,452.34,31.59,31.59,2.07,11.66,11.3,0.35999999999999943,54.10751138,12.1257869,489.66927532387143
1326,RUS7785,RUS,7785,NOVOMOSKOVSK,264480.0,749.18,28.99,28.99,-0.17,10.97,10.58,0.39000000000000057,54.0078002,38.29805661,353.02597506607225
1332,DEU7808,DEU,7808,LUBECK,267187.0,429.78,30.56,30.56,0.44,11.62,10.94,0.6799999999999997,53.92306468,10.74836078,621.6831867467076
1335,BLR7839,BLR,7839,MINSK,1688585.0,1241.55,30.77,30.77,1.39,11.71,11.14,0.5700000000000003,53.90607209,27.61395285,1360.062019250131
1347,GBR7946,GBR,7946,YORK,134726.0,173.22,30.67,30.67,2.02,10.75,10.299000000000001,0.41000000000000014,53.9751817,-1.071888309,777.7739291074934
1352,BLR8013,BLR,8013,MOGILEV,355900.0,408.78,30.43,30.43,1.16,12.42,11.58,0.8399999999999999,53.88359356,30.35850528,870.6394637702432
1358,GBR8048,GBR,8048,BIRMINGHAM,2067882.5999999978,2138.968,31.7,31.7,2.15,10.75,10.299000000000001,0.7699999999999996,53.07926169,-1.550021139,873.6089009621647
1363,BLR8068,BLR,8068,LIDA,105379.2,196.91,30.25,30.25,0.84,11.18,11.03,0.15000000000000036,53.89699637,25.30379426,518.3027779188462
1366,GBR8103,GBR,8103,LIVERPOOL,2067882.5999999978,2138.968,30.02,30.02,1.93,10.75,10.299000000000001,1.1099999999999994,53.48034343,-2.710550085,731.7937754100659
1371,RUS8151,RUS,8151,ABAKAN,313925.0,1066.38,37.45,37.45,-0.11,10.75,10.299000000000001,0.1999999999999993,53.72353515,91.43185335,294.38380314709576
1378,CAN8206,CAN,8206,EDMONTON,838493.0,2138.968,28.24,28.24,1.58,10.75,10.299000000000001,0.7200000000000006,53.57607789,-113.4621397,229.30821359616257
1380,GBR8209,GBR,8209,KINGSTONUPONHULL,451597.0,877.42,29.48,29.48,2.02,10.75,10.299000000000001,0.9800000000000004,53.69908871,-0.303782301,514.6873789063391
1386,DEU8251,DEU,8251,HAMBURG,2067882.5999999978,2017.81,32.32,32.32,1.67,11.98,10.83,1.1500000000000004,53.57151483,9.994938297,1122.8153294908836
1389,POL8275,POL,8275,OLSZTYN,171426.0,305.78,28.24,28.24,1.06,11.22,10.73,0.4900000000000002,53.78320255,20.50375493,560.6187455033031
1406,BLR8435,BLR,8435,GRODNO,305402.0,323.44,29.92,29.92,1.4,11.85,11.24,0.6099999999999994,53.67672982,23.87424496,944.2307692307693
1415,DEU8539,DEU,8539,SCHWERIN,105379.2,201.64,31.91,31.91,0.78,11.33,10.88,0.4499999999999993,53.61578701,11.39065897,519.0388811743702
1416,RUS8547,RUS,8547,BARNAUL,662269.0,1198.3,30.19,30.19,0.62,12.28,11.7,0.5800000000000001,53.39440233,83.74770256,552.6737878661437
1417,RUS8552,RUS,8552,STERLITAMAK,261645.0,47.765,36.2,36.2,1.18,14.02,12.21,1.7710000000000001,53.67401146,56.00913882,40691.290824261276
1422,RUS8595,RUS,8595,TOLJATTI,738395.0,808.69,34.25,34.25,3.47,13.17,14.17,-0.7299999999999969,53.52574521,49.40163624,913.0754677317636
1424,DEU8602,DEU,8602,WILHELMSHAVEN,108035.0,216.36,31.78,31.78,0.99,10.75,10.299000000000001,0.0,53.55718238,8.021578483,499.3298206692549
1428,RUS8621,RUS,8621,BRJANSK,469177.0,1083.31,28.35,28.35,1.78,10.75,10.299000000000001,0.5299999999999994,53.33393819,34.34334361,433.0957897554717
1429,IRL8639,IRL,8639,DUBLIN,740041.0,1450.45,31.35,31.35,1.49,10.75,10.299000000000001,1.3100000000000005,53.32121917,-6.404248602,510.21476093626114
1431,DEU8641,DEU,8641,BREMERHAVEN,185209.0,285.67,31.99,31.99,0.82,11.08,10.299000000000001,1.0700000000000003,53.52829027,8.573268444,648.331991458676
